,Initial S,Initial E,Initial I,Initial R,Infection Rate,Incubation Rate,Recovery Rate
0,4.001130513420423,0.016440429313875307,0.012452271218232966,8288.564084209733,0.26040086793112205,0.17906716343292428,0.17878497756386486
