,S(0),E(0),I(0),R(0),Infection Rate (beta),Incubation Rate (kappa),Recovery Rate (gamma),sigma_S,sigma_E,sigma_I,sigma_R
0,0.22526246540214384,1.0032709988315032,1.3604046172221518,0.8307627439021877,1.4235229354617054,0.2854149885841175,2.2874623908324407,0.5834157082369293,0.9933987141260795,0.22935245691276065,1.8138928931604181
1,0.22526246540214384,1.0032709988315032,1.3604046172221518,0.8307627439021877,1.4235229354617054,0.2854149885841175,2.2874623908324407,0.5834157082369293,0.9933987141260795,0.22935245691276065,1.8138928931604181
2,0.23035089188698826,1.0065508148030347,1.407355276070185,0.8023346841152085,1.4741096559590847,0.29486489622168066,2.2346596036472275,0.573812890903063,0.9843574464649499,0.22067552377658392,1.9715203498310228
3,0.23035089188698826,1.0065508148030347,1.407355276070185,0.8023346841152085,1.4741096559590847,0.29486489622168066,2.2346596036472275,0.573812890903063,0.9843574464649499,0.22067552377658392,1.9715203498310228
4,0.20602671464438171,1.0080530720291874,1.4515829139300676,0.774306031509417,1.3780416419859967,0.321627724855452,2.3602992130338554,0.5526662289961127,0.9771616236392244,0.2083019392252625,2.0700426044718343
5,0.20602671464438171,1.0080530720291874,1.4515829139300676,0.774306031509417,1.3780416419859967,0.321627724855452,2.3602992130338554,0.5526662289961127,0.9771616236392244,0.2083019392252625,2.0700426044718343
6,0.17012637023112492,1.0023210181265283,1.4381192548264288,0.763086551713509,1.2446168226435064,0.32026197752691227,2.554390860748518,0.5153090935588911,0.9794213720175933,0.18753745009955122,1.9993378247732592
7,0.17012637023112492,1.0023210181265283,1.4381192548264288,0.763086551713509,1.2446168226435064,0.32026197752691227,2.554390860748518,0.5153090935588911,0.9794213720175933,0.18753745009955122,1.9993378247732592
8,0.17012637023112492,1.0023210181265283,1.4381192548264288,0.763086551713509,1.2446168226435064,0.32026197752691227,2.554390860748518,0.5153090935588911,0.9794213720175933,0.18753745009955122,1.9993378247732592
9,0.17012637023112492,1.0023210181265283,1.4381192548264288,0.763086551713509,1.2446168226435064,0.32026197752691227,2.554390860748518,0.5153090935588911,0.9794213720175933,0.18753745009955122,1.9993378247732592
10,0.14192255817726884,1.006502444186552,1.2538157063858975,0.7695925224396151,1.1754293384582546,0.33884280486487717,2.6053331270033433,0.5359891202241402,0.9713400632088454,0.16054000815197836,2.1533753431556475
11,0.14234650236433363,1.0048541945211342,1.1889908631483783,0.760629460095879,1.2091124955974537,0.3184365385850747,2.550083543337164,0.43083446729949837,0.9945850783889417,0.16117947171848276,2.2876653880260602
12,0.1422749770927972,0.9992198388865661,1.1508000654127633,0.7547012277051065,1.2893907186274556,0.2701127990917728,2.662367238372948,0.4406476019912445,0.9791619729533095,0.18966849448266615,2.276811400914817
13,0.1422749770927972,0.9992198388865661,1.1508000654127633,0.7547012277051065,1.2893907186274556,0.2701127990917728,2.662367238372948,0.4406476019912445,0.9791619729533095,0.18966849448266615,2.276811400914817
14,0.19827878396086535,0.9875698954378703,1.0866795811004049,0.7218791295106701,1.3614349500901004,0.21977248671336302,2.569036502148298,0.45429673883112587,0.98112976575073,0.1958371878473091,2.2056570496467995
15,0.19827878396086535,0.9875698954378703,1.0866795811004049,0.7218791295106701,1.3614349500901004,0.21977248671336302,2.569036502148298,0.45429673883112587,0.98112976575073,0.1958371878473091,2.2056570496467995
16,0.19827878396086535,0.9875698954378703,1.0866795811004049,0.7218791295106701,1.3614349500901004,0.21977248671336302,2.569036502148298,0.45429673883112587,0.98112976575073,0.1958371878473091,2.2056570496467995
17,0.19827878396086535,0.9875698954378703,1.0866795811004049,0.7218791295106701,1.3614349500901004,0.21977248671336302,2.569036502148298,0.45429673883112587,0.98112976575073,0.1958371878473091,2.2056570496467995
